name,solved,type,objval,runtime,gap,Z1,Z2,Z3,Z4,Z5,SObjVal,SZ1,SZ2,SZ3,SZ4,SZ5
I3_N5_M3_T45_C200_DepCentral_s2,True,P1,1288.084315699993,0.003000020980834961,9.166638273385005e-06,22.103100204745232,4.810485664048498,4.791701159296143,734.0,532.0,22.71436508284903,22.71436508284903,0.0,0.0,0,0
I3_N5_M3_T45_C200_DepCentral_s2,True,P2,1284.5650317968186,0.006000041961669922,0.0,22.10310020474523,7.821303166844173,4.283234758917612,798.0,468.0,22.71436508284903,22.71436508284903,0.0,0.0,0,0
I3_N5_M3_T45_C200_DepCentral_s2,True,P3,1284.5650317968186,0.006999969482421875,0.0,22.10310020474523,7.821303166844173,4.283234758917612,798.0,468.0,22.71436508284903,22.71436508284903,0.0,0.0,0,0
I3_N5_M3_T45_C200_DepCentral_s2,True,P4,1284.5650317968186,0.005000114440917969,0.0,22.10310020474523,7.821303166844173,4.283234758917612,798.0,468.0,22.71436508284903,22.71436508284903,0.0,0.0,0,0
I3_N5_M3_T45_C200_DepCentral_s2,True,P5,1284.5650317968186,0.005000114440917969,0.0,22.10310020474523,7.821303166844173,4.283234758917612,798.0,468.0,22.71436508284903,22.71436508284903,0.0,0.0,0,0
I3_N5_M3_T45_C200_DepCentral_s2,True,P6,29.7290434521012,0.002000093460083008,0.0,29.7290434521012,0.0,0.0,0.0,0.0,22.71436508284903,22.71436508284903,0.0,0.0,0,0
I3_N5_M3_T45_C200_DepCentral_s3,True,P1,1073.4901395352404,0.004999876022338867,0.0,19.854852075869317,11.434229282883646,5.06951674225463,750.0,310.0,25.33079697741609,25.33079697741608,0.0,0.0,0,0
I3_N5_M3_T45_C200_DepCentral_s3,True,P2,1073.4901395352404,0.004999876022338867,0.0,19.854852075869317,11.434229282883646,5.06951674225463,750.0,310.0,25.33079697741609,25.33079697741608,0.0,0.0,0,0
I3_N5_M3_T45_C200_DepCentral_s3,True,P3,1073.4901395352404,0.005000114440917969,0.0,19.854852075869317,11.434229282883646,5.06951674225463,750.0,310.0,25.33079697741609,25.33079697741608,0.0,0.0,0,0
I3_N5_M3_T45_C200_DepCentral_s3,True,P4,1073.4901395352404,0.005000114440917969,0.0,19.854852075869317,11.434229282883646,5.06951674225463,750.0,310.0,25.33079697741609,25.33079697741608,0.0,0.0,0,0
I3_N5_M3_T45_C200_DepCentral_s3,True,P5,1073.4901395352404,0.006000041961669922,0.0,19.854852075869317,11.434229282883646,5.06951674225463,750.0,310.0,25.33079697741609,25.33079697741608,0.0,0.0,0,0
I3_N5_M3_T45_C200_DepCentral_s3,True,P6,29.511817189403185,0.002000093460083008,0.0,29.511817189403185,0.0,0.0,0.0,0.0,25.33079697741609,25.33079697741608,0.0,0.0,0,0
I3_N5_M3_T45_C200_DepCentral_s4,True,P1,1092.5962468761873,0.006000041961669922,1.1167294951566106e-05,18.73569081392109,5.285053716953481,5.145609779219563,770.0,304.0,22.73074255039767,22.73074255039767,0.0,0.0,0,0
I3_N5_M3_T45_C200_DepCentral_s4,True,P2,1092.5962468761873,0.003999948501586914,1.1167294951566106e-05,18.73569081392109,5.285053716953481,5.145609779219563,770.0,304.0,22.73074255039767,22.73074255039767,0.0,0.0,0,0
I3_N5_M3_T45_C200_DepCentral_s4,True,P3,1092.166683880295,0.006000041961669922,0.0,18.73569081392109,6.333839975440975,5.7648330418148275,990.0,84.0,22.73074255039767,22.73074255039767,0.0,0.0,0,0
I3_N5_M3_T45_C200_DepCentral_s4,True,P4,1092.5962468761873,0.004999876022338867,1.1167294951566106e-05,18.73569081392109,5.285053716953481,5.145609779219563,770.0,304.0,22.73074255039767,22.73074255039767,0.0,0.0,0,0
I3_N5_M3_T45_C200_DepCentral_s4,True,P5,1092.5962468761873,0.004999876022338867,1.1167294951566106e-05,18.73569081392109,5.285053716953481,5.145609779219563,770.0,304.0,22.73074255039767,22.73074255039767,0.0,0.0,0,0
I3_N5_M3_T45_C200_DepCentral_s4,True,P6,37.58159744405455,0.002000093460083008,0.0,37.58159744405455,0.0,0.0,0.0,0.0,22.73074255039767,22.73074255039767,0.0,0.0,0,0
I3_N5_M3_T45_C200_DepLowerLeft_s0,True,P1,830.3615692438677,0.042999982833862305,0.0,24.770746325555336,8.16166055474291,7.752483473055587,576.0,230.0,37.17693588083532,37.17693588083531,0.0,0.0,0,0
I3_N5_M3_T45_C200_DepLowerLeft_s0,True,P2,830.3615692438677,0.06100010871887207,0.0,24.770746325555336,8.16166055474291,7.752483473055587,576.0,230.0,37.17693588083532,37.17693588083531,0.0,0.0,0,0
I3_N5_M3_T45_C200_DepLowerLeft_s0,True,P3,830.3615692438677,0.005000114440917969,0.0,24.770746325555336,8.16166055474291,7.752483473055587,576.0,230.0,37.17693588083532,37.17693588083531,0.0,0.0,0,0
I3_N5_M3_T45_C200_DepLowerLeft_s0,True,P4,830.3615692438677,0.006999969482421875,0.0,24.770746325555336,8.16166055474291,7.752483473055587,576.0,230.0,37.17693588083532,37.17693588083531,0.0,0.0,0,0
I3_N5_M3_T45_C200_DepLowerLeft_s0,True,P5,830.3615692438677,0.006000041961669922,0.0,24.770746325555336,8.16166055474291,7.752483473055587,576.0,230.0,37.17693588083532,37.17693588083531,0.0,0.0,0,0
I3_N5_M3_T45_C200_DepLowerLeft_s0,True,P6,125.71059414631098,0.003000020980834961,0.0,53.71059414631097,0.0,0.0,0.0,72.0,37.17693588083532,37.17693588083531,0.0,0.0,0,0
I3_N5_M3_T45_C200_DepLowerLeft_s1,True,P1,841.4728792860781,0.006000041961669922,0.0,25.817603458743633,7.549255196917892,7.20453102425245,576.0,240.0,34.30000008383183,34.30000008383182,0.0,0.0,0,0
I3_N5_M3_T45_C200_DepLowerLeft_s1,True,P2,841.4728792860781,0.005000114440917969,0.0,25.817603458743633,7.549255196917892,7.20453102425245,576.0,240.0,34.30000008383183,34.30000008383182,0.0,0.0,0,0
I3_N5_M3_T45_C200_DepLowerLeft_s1,True,P3,841.4728792860781,0.004999876022338867,0.0,25.817603458743633,7.549255196917892,7.20453102425245,576.0,240.0,34.30000008383183,34.30000008383182,0.0,0.0,0,0
I3_N5_M3_T45_C200_DepLowerLeft_s1,True,P4,841.4728792860781,0.004999876022338867,0.0,25.817603458743633,7.549255196917892,7.20453102425245,576.0,240.0,34.30000008383183,34.30000008383182,0.0,0.0,0,0
