I3_N5_M3_T15_C150_DepCentral_s0,True,STOCHASTIC,893.4585545744949,1.0410001277923584,0,25.458554574494837,0.8372574275573794,0.8372574275573794,524,344,900.7766027149071,22.77660271490709,0.8372574275573794,0.8372574275573794,724,154,0.8190696818496953,
I3_N5_M3_T15_C150_DepCentral_s1,True,STOCHASTIC,968.6769264987391,0.49200010299682617,0,34.67692649873912,0.0,0.0,428,506,992.676926498739,34.67692649873912,0.0,0.0,300,658,2.4776062424390908,
I3_N5_M3_T15_C150_DepCentral_s2,True,STOCHASTIC,1954.1078541869115,0.36700010299682617,0,32.10785418691139,0.0,0.0,1410,512,1954.1078541869115,32.10785418691139,0.8566469517835222,0.8566469517835222,1280,642,0.0,
I3_N5_M3_T15_C150_DepCentral_s3,True,STOCHASTIC,1692.190182996469,0.6640000343322754,0,26.190182996469098,0.0,0.0,1270,396,1692.190182996469,26.190182996469098,0.0,0.0,1272,394,0.0,
I3_N5_M3_T15_C150_DepCentral_s4,True,STOCHASTIC,1378.3346384127428,0.7860000133514404,0,32.33463841274267,2.7751495931229972,2.7751495931229972,1050,296,1378.3346384127428,32.33463841274267,0.6350307079189164,0.6350307079189164,960,386,0.0,
I3_N5_M3_T15_C150_DepLowerLeft_s0,True,INFEASIBLE
 I3_N5_M3_T15_C150_DepLowerLeft_s1,True,INFEASIBLE
 I3_N5_M3_T15_C150_DepLowerLeft_s2,True,INFEASIBLE
 I3_N5_M3_T15_C150_DepLowerLeft_s3,True,INFEASIBLE
 I3_N5_M3_T15_C150_DepLowerLeft_s4,True,INFEASIBLE
 I3_N5_M3_T15_C200_DepCentral_s0,True,STOCHASTIC,170.77660271490709,0.34399986267089844,0,22.77660271490709,0.0,0.0,148,0,170.77660271490703,22.77660271490709,0.6698059420459035,0.6698059420459035,148,0,-3.328524982763705e-14,
I3_N5_M3_T15_C200_DepCentral_s1,True,STOCHASTIC,352.67692649873914,0.21300005912780762,0,34.67692649873913,0.0,0.0,2,316,402.6464527964958,28.646452796495765,2.2729865815706,2.2729865815706,84,290,14.168640629212046,
I3_N5_M3_T15_C200_DepCentral_s2,True,STOCHASTIC,954.1078541869115,0.3529999256134033,0,32.10785418691139,0.0,0.0,728,194,954.1078541869114,32.10785418691139,0.0,0.0,280,642,-1.1915512195264308e-14,
I3_N5_M3_T15_C200_DepCentral_s3,True,STOCHASTIC,696.190182996469,0.627000093460083,0,26.1901829964691,0.0,0.0,548,122,696.190182996469,26.190182996469098,0.0,0.0,548,122,0.0,
I3_N5_M3_T15_C200_DepCentral_s4,True,STOCHASTIC,478.3346384127427,0.3659999370574951,0,32.33463841274267,0.0,0.0,150,296,478.3346384127427,32.33463841274267,0.0,0.0,150,296,0.0,
I3_N5_M3_T15_C200_DepLowerLeft_s0,True,INFEASIBLE
 I3_N5_M3_T15_C200_DepLowerLeft_s1,True,INFEASIBLE
 I3_N5_M3_T15_C200_DepLowerLeft_s2,True,INFEASIBLE
 I3_N5_M3_T15_C200_DepLowerLeft_s3,True,INFEASIBLE
 I3_N5_M3_T15_C200_DepLowerLeft_s4,True,INFEASIBLE
 I3_N5_M3_T15_C250_DepCentral_s0,True,STOCHASTIC,21.91705383413559,0.18400001525878906,0,21.91705383413559,0.0,0.0,0,0,21.917053834135594,21.91705383413559,0.0,0.0,0,0,1.620981408216092e-14,
I3_N5_M3_T15_C250_DepCentral_s1,True,STOCHASTIC,250.9328060669644,0.1419999599456787,0,30.932806066964375,0.0,0.0,0,220,318.6464527964958,28.646452796495765,0.0,0.0,0,290,26.984772453969697,
I3_N5_M3_T15_C250_DepCentral_s2,True,STOCHASTIC,232.1078541869114,0.19000005722045898,0,32.10785418691139,0.0,0.0,6,194,271.72904345210117,29.7290434521012,0.0,0.0,48,194,17.070163094646375,
I3_N5_M3_T15_C250_DepCentral_s3,True,STOCHASTIC,222.1901829964691,0.1979999542236328,1.7574397779335101e-12,26.1901829964691,0.5886662891656019,0.5886662891656019,74,122,222.1901829964691,26.1901829964691,0.0,0.0,74,122,0.0,
I3_N5_M3_T15_C250_DepCentral_s4,True,STOCHASTIC,328.33463841274266,0.18600010871887207,0.0,32.33463841274267,0.0,0.0,0,296,398.5120426959607,28.512042695960684,0.0,0.0,74,296,21.373743758037335,
I3_N5_M3_T15_C250_DepLowerLeft_s0,True,INFEASIBLE
 I3_N5_M3_T15_C250_DepLowerLeft_s1,True,INFEASIBLE
 I3_N5_M3_T15_C250_DepLowerLeft_s2,True,INFEASIBLE
 I3_N5_M3_T15_C250_DepLowerLeft_s3,True,INFEASIBLE
 I3_N5_M3_T15_C250_DepLowerLeft_s4,True,INFEASIBLE
 I3_N5_M3_T30_C150_DepCentral_s0,True,STOCHASTIC,893.4585545744949,1.5,0.0,25.458554574494837,0.0,0.0,868,0,900.7766027149071,22.77660271490709,0.0,0.0,724,154,0.8190696818496953,
I3_N5_M3_T30_C150_DepCentral_s1,True,STOCHASTIC,968.6769264987391,1.494999885559082,0.0,34.67692649873912,0.0,0.0,684,250,968.6769264987391,34.67692649873913,3.695361957914272,3.695361957914272,458,476,0.0,
